4.5,9.1,14,18,23,27,32,36,41,45,91,140,180,230,270,320,360,410,450,910
6.143397364,4411.877631,6.128184215,7627.031257,6.34463941,9952.136904,7.199850837,9992.650492,7.970252895,9923.747653,9.112111846,9922.695591,9.815736637,9975.357212,10.67908231,9974.691345,11.70510613,9988.805921,12.89348645,9973.203096,16.60364645,9917.982166,20.85780651,9969.405153,24.93434061,9967.995975,28.22524024,9967.017497,31.71370784,10019.57992,35.63332876,9965.178217,38.57570224,9991.253286,41.76103819,9963.926136,44.10225346,10016.96391,68.42544691,10025.42678
6.15864828,4388.319476,6.15864828,7575.020192,6.34463941,10005.54409,7.217724387,9924.52703,8.009874141,9806.380586,9.157409434,9869.69188,9.864532042,9869.110571,10.73216953,9894.895413,11.73416392,9920.708668,12.95758178,9866.979399,16.60364645,9971.206059,20.96149359,9889.65151,25.05829272,9914.750284,28.22524024,10020.50453,31.79243677,9939.444398,35.81046704,9885.458389,38.76746747,9911.324862,41.96863817,9910.702185,44.32149196,9990.154839,68.80381931,9945.889805
6.189263785,4364.878545,6.189263785,7494.339327,6.376179503,9898.975927,7.253604708,9871.513535,8.009874141,9870.738322,9.202932202,9764.570671,9.864532042,9922.0722,10.78552065,9815.737836,11.7924961,9867.71557,12.95758178,9919.929591,16.68618551,9865.003632,21.06569612,9810.535884,25.18286101,9861.789014,28.36555188,9887.282955,31.95048143,9886.35122,35.9884859,9832.653586,38.960186,9858.381889,42.17727017,9857.762538,44.54182032,9936.790783,69.25353664,9896.010133
6.189263785,4341.579876,6.189263785,7534.556975,6.407876387,9793.542816,7.271611701,9833.410793,8.04969235,9765.605967,9.202932202,9816.971296,9.924500406,9816.384527,10.83913698,9763.305457,11.85111825,9762.61541,13.02199574,9814.273304,16.76913488,9786.085185,21.17041666,9758.131292,25.30804855,9809.110645,28.50656102,9834.468406,32.10931176,9807.261995,36.16738972,9753.993934,39.15386255,9805.72172,42.3869393,9805.105677,44.76324396,9883.71178,69.654636,9871.442471
6.204628563,4318.397091,6.220031484,7434.385814,6.407876387,9846.098918,7.289663395,9766.372924,8.089708501,9661.593368,9.24868127,9712.411609,9.980983057,9774.400185,10.89301986,9659.317361,11.85111825,9815.005543,13.0867299,9761.848748,16.8524966,9733.8112,21.27565777,9680.067806,25.43385841,9756.713666,28.64827114,9781.935974,32.26893166,9754.874891,36.34718289,9701.89137,39.3485019,9753.342843,42.59765072,9752.730092,44.98576833,9830.916307,69.76986626,9839.195802
6.235472643,4318.380134,6.250952134,7374.91192,6.43973084,9689.232664,7.307759903,9728.676011,8.089708501,9713.441376,9.294657763,9608.965579,9.987584432,9726.269624,10.89301986,9711.153155,11.92316345,9710.45832,13.15178588,9657.876167,16.93627273,9655.942271,21.38142205,9628.360131,25.5602937,9704.596575,28.79068571,9755.755928,32.42934505,9702.767622,36.52786984,9624.277795,39.54410883,9701.243757,42.80940963,9674.709815,45.2093989,9778.40285,69.94306918,9794.662912
6.250952134,4295.321229,6.282026495,7296.36239,6.43973084,9741.228995,7.325901336,9662.352156,8.129923578,9609.984377,9.294657763,9660.531165,10.0123785,9659.962175,10.94717059,9607.720528,11.96923827,9607.041477,13.15178588,9709.704227,17.02046532,9604.363466,21.4877121,9551.334794,25.68735751,9601.233781,28.93380826,9651.84824,32.59055588,9650.938692,36.70945501,9572.868131,39.74068814,9649.422967,43.02222121,9623.03076,45.43414117,9700.177195,69.94306918,9801.217802
6.250952134,4272.39384,6.282026495,7335.517614,6.471743646,9611.720356,7.36231942,9610.739112,8.150106023,9572.891103,9.340862812,9557.637708,10.04276596,9604.377714,11.00159051,9556.399307,11.96923827,9658.596737,13.21716525,9606.287032,17.10507644,9553.060178,21.59453054,9500.314767,25.68735751,9652.757875,28.93380826,9703.643952,32.75256811,9599.386614,36.89194287,9496.286721,39.93824469,9546.647823,43.23609072,9571.627757,45.66000067,9648.362102,70.290766,9748.862984
6.282026495,4249.572145,6.313255331,7237.992661,6.503915592,9534.828134,7.380596296,9573.642925,8.17033857,9507.629289,9.387297553,9455.84016,10.08713062,9557.056015,11.02890184,9519.512864,12.02873903,9544.36558,13.28286964,9529.438276,17.19010818,9476.637229,21.70187998,9449.567273,25.81505297,9549.947211,29.07764228,9600.291305,32.91538572,9548.109911,37.0753379,9395.142617,39.93824469,9597.878987,43.45102339,9495.05627,45.88698294,9622.539548,70.64019126,9670.873643
6.313255331,4226.872357,6.34463941,7180.08988,6.53624747,9433.273529,7.398918544,9508.375986,8.21095447,9456.842723,9.387297553,9506.584013,10.11217181,9506.024091,11.05628096,9454.61495,12.08853558,9504.680412,13.34890065,9453.204298,17.27556262,9400.82565,21.80976307,9399.090854,25.94338322,9498.934596,29.22219132,9549.009769,33.07901273,9497.107111,37.0753379,9445.560743,40.13678331,9495.652833,43.66702453,9469.644019,46.11509358,9571.139169,70.99135357,9619.21508
6.313255331,4204.310331,6.376179503,7122.650312,6.53624747,9483.896281,7.417286276,9471.674907,8.231338073,9420.340555,9.433963127,9405.330234,10.16244083,9455.246099,11.11124329,9378.979546,12.14862939,9403.446908,13.4152599,9402.708451,17.36144187,9350.609593,21.91818247,9323.899634,26.07235142,9448.194474,29.36745894,9498.002162,33.24345314,9421.131777,37.25964461,9344.956917,40.33630889,9470.238985,43.88409944,9419.060357,46.34433818,9520.013354,71.34426156,9593.470534
