"J = ",1,"J = ",2,"J = ",3,"J = ",4,"J = ",5,"J = ",6,"J = ",7,"J = ",8,"J = ",9,"J = ",10,"J = ",11,"J = ",12,"J = ",13,"J = ",14,"J = ",15,"J = ",16,"J = ",17,"J = ",18,"J = ",19,"J = ",20,"J = ",21,"J = ",22,"J = ",23,"J = ",24,"J = ",25,"J = ",26,"J = ",27,"J = ",28,"J = ",29,"J = ",30,"J = ",31,"J = ",32,"J = ",33,"J = ",34,"J = ",35,"J = ",36,"J = ",37
4.138034282251,10.06119380428,3.494633941401,9.974706891624,2.878385867307,9.996778717523,2.304269454954,10.06972519739,1.534648535523,10.0271404513,1,11.5,1,13.3,1,15.52354476142,1,18.09027320634,1,21.26653512563,1,25.33053872275,1,29.68813131714,1,36.25675037509,1,44.14093340393,1,54.21509820714,1,66.87402683377,1,82.47892899278,1,101.7494165907,1,126.6095713667,1,156.88,1,192.6604984986,1,236.2550426206,1,285.5112927622,1,344.6027542558,1,416.1544564662,1,495.3566223638,1,594.1259376303,1,718.7291308594,1,863.1116675287,1,1045.514326697,1,1243,1,1490,1,1782,1,2117,1,2538.534287153,3.538313005532,2944.13299965,4.301074184923,2966.320592805
4.174179169045,10.14132509344,3.533834503755,10.11015578575,2.923598119843,10.13175596076,2.349456792255,10.17718659616,1.573799267408,10.10661580583,1.024843612624,11.47967113925,1.035566146129,13.31782468835,1.027531201452,15.52169730173,1.028894471147,18.08812027986,1.030335641968,21.26400419168,1.039749737965,25.28259318674,1.042694099108,29.64107627977,1.025689396249,36.25243545307,1.027432433931,44.08630131494,1.019874633648,54.2086460591,1.021744260659,66.86606814448,1.033012102042,82.46911316144,1.02548351468,101.7373073753,1.027431042817,126.5945035401,1.029339620391,156.8378096678,1.021772082466,192.63756994,1.028008345788,235.7072132396,1.034675847485,285.4773140148,1.026952507309,344.5617430235,1.038064546442,417.5974371033,1.035993509242,496.323876659,1.051448662174,593.4895249033,1.040805924138,718.1367395784,1.049475600687,863.8920349327,1.040695811507,1044.331885339,1.032138496503,1245.997083916,1.053912368976,1496.575379764,1.039509426813,1783.145635267,1.047374034108,2117,1.035354700104,2541.096081327,3.555517322739,2893.477907923,4.337872629051,2931.19846963
4.207343125982,10.25111132158,3.571058597426,10.27413797779,2.965854357756,10.32654258242,2.363737059976,10.23165451103,1.634015830163,10.2125269832,1.034241826996,11.47830494164,1.044964360501,13.31623973178,1.036929415824,15.5198500619,1.03829268552,18.08596760959,1.039733856341,21.26147355893,1.058868298243,25.24342638774,1.052102051121,29.6699595018,1.035087610621,36.24812104457,1.041245972818,43.966307913,1.02927284802,54.20219467893,1.031103524468,66.56645141997,1.050266389902,82.31301597465,1.034881729053,101.7251996011,1.036829257189,126.5794375068,1.038737834763,156.8191443735,1.031170296839,192.6146441101,1.04239918766,236.5245082113,1.044074061857,285.4433393112,1.036350721682,344.520736672,1.047462760814,417.5477387614,1.051505633154,496.633630567,1.066594720829,594.8566691686,1.052292630593,718.0322830344,1.06897121522,863.1282347042,1.050608957729,1045.653932692,1.047290883704,1247.271975498,1.08203834075,1490.782320728,1.050996133268,1782.886267906,1.087400443872,2117,1.044752914477,2540.793665051,3.564837635986,2867.946845446,4.361213733429,2883.651916801
4.23219617683,10.33805744044,3.589932927296,10.36190010709,2.991553978542,10.41032872028,2.386805685373,10.33857695875,1.68218409732,10.29229630549,1.043640041369,11.47693890662,1.054362574874,13.31465496383,1.046327630197,15.51800304191,1.047690899892,18.08381519552,1.049093120151,21.16620411596,1.076274121236,25.31329340558,1.061507568724,29.69075694559,1.044485824994,36.24380714954,1.055636814689,44.11875739425,1.042835063037,54.11395960428,1.040501738841,66.55852933529,1.059288151722,82.08199515926,1.044279943425,101.7130932678,1.046188520999,126.0122542177,1.046543713032,156.3472372378,1.040568511211,192.5917210086,1.050205065928,235.812748154,1.053472276229,285.4093686509,1.045748936054,344.4797352007,1.05689992575,419.3273019539,1.06146939645,496.4138407263,1.078822137153,595.4150569401,1.061690844965,717.9468298906,1.08499459574,867.4612050861,1.060438630732,1047.907448826,1.064026951328,1250.95172818,1.096429182621,1495.951483258,1.06039434764,1782.674086309,1.139701497921,2117,1.054151128849,2540.491284765,3.574235850358,2867.605530605,4.373161973141,2863.671967376
4.240675343398,10.36108071678,3.601419633751,10.36039291742,3.007243636205,10.43864409079,2.400687387744,10.38962347562,1.721214897395,10.37870983734,1.053038255741,11.47557303418,1.062168453142,13.27458791263,1.055725844569,15.51615624173,1.057089114265,18.0816630376,1.058491334523,21.16368512241,1.088282950712,25.30944411337,1.070905783097,29.68722344357,1.053884039366,36.23949376789,1.065035029061,44.11350681344,1.054462037888,54.16516786143,1.048307617109,66.35823845205,1.070527058406,81.71225311353,1.053678157798,101.7009883753,1.055586735372,125.997257478,1.057495312945,156.0978820912,1.049966725584,192.5688006352,1.061156665842,235.4366550203,1.062870490602,285.3754020335,1.055147150427,344.4387386089,1.066259189559,417.4483598208,1.076166852559,496.9280780118,1.088234146517,596.2667303994,1.071089059338,717.8613869165,1.094919233593,868.4978873424,1.074468020654,1048.943614024,1.076035780804,1250.761500909,1.105827396993,1495.773449818,1.069792562013,1782.461929963,1.16384965079,2117.128082691,1.063549343221,2540.188940466,3.583634064731,2867.264256384,4.382560187514,2863.331161289
4.249974326575,10.3659020742,3.618205471539,10.44916819898,3.021125338576,10.49018468712,2.415078229616,10.4256486227,1.731403112647,10.38531432516,1.062436470113,11.47420732428,1.073120053056,13.25341653235,1.065124058942,15.51430966134,1.066487328637,18.07951113581,1.067889548895,21.16116642865,1.097642214522,25.19603632741,1.080296694239,29.65936768168,1.063282253739,36.23518089959,1.074433243434,44.10825685751,1.066826754947,53.94006002162,1.059259217023,66.25240499716,1.079925272779,81.70252852441,1.063037421608,101.245281649,1.064984949744,125.982262523,1.066893527318,156.0793048557,1.059364939956,192.5458829896,1.070554880214,235.408635664,1.072268704974,285.3414394585,1.064545364799,344.3977468962,1.075657403932,417.3986792207,1.086613640813,497.1037857258,1.09764128706,596.7933927903,1.08048727371,717.775954111,1.109349331626,869.5139565684,1.083846759745,1046.528617453,1.085433995177,1250.61264757,1.115225611366,1495.595437566,1.079190776385,1782.249798867,1.177870172503,2121.771427727,1.072947557594,2539.886632149,3.592954377978,2841.96449423,4.39188050076,2838.066103425
4.266760164362,10.45472456216,3.627603685911,10.4479246417,3.032922876705,10.54738090731,2.424515394551,10.47008210617,1.745133804305,10.44320507701,1.071873635049,11.52310970147,1.082518267428,13.25183924099,1.074522273314,15.51246330072,1.07588554301,18.07735949012,1.077287763268,21.15864803464,1.107040428894,25.19303774285,1.08968517097,29.62344252986,1.072680468111,36.23086854456,1.083831457806,44.10300752637,1.076224969319,53.93364060592,1.068657431395,66.2445202872,1.089323487151,81.69280509263,1.07243563598,101.2332324309,1.072790828013,125.603151102,1.07629174169,156.0607298312,1.068763154329,192.5229680713,1.079953094587,235.3806196423,1.081666919347,285.3074809253,1.073943579172,344.3567600619,1.085094568867,419.1776071304,1.10773852493,495.7951945137,1.107044370253,597.048558773,1.089895225723,718.4753781823,1.125175915201,869.31330566,1.093244974118,1046.404069904,1.094832209549,1250.463811947,1.124623825738,1495.417446499,1.088588990758,1782.037693016,1.190102133061,2124.84663204,1.082345771966,2539.58435981,3.60235259235,2841.626271553,4.401278715133,2837.728344696
4.276158378735,10.45348034362,3.639090392366,10.44640493933,3.044953345383,10.57142207711,2.433913608923,10.46883605992,1.757164272982,10.46700879366,1.081271849421,11.52173833423,1.091916481801,13.25026213736,1.083920487687,15.51061715983,1.085283757382,18.0752081005,1.08668597764,21.15612994035,1.116438643267,25.19003951515,1.099083385343,29.61991703894,1.082078682484,36.22655670275,1.091637336075,43.97029079691,1.086146860098,54.01535790805,1.078055645768,66.2366365156,1.106577775011,81.53817729845,1.081872800915,101.6646823408,1.083742427926,125.4028290963,1.085689956063,156.0421570172,1.078161368701,192.5000558802,1.089312358396,234.325914734,1.091065133719,285.2735264336,1.083341793544,344.3157781054,1.094492783239,419.1277207322,1.12416754774,494.6996740235,1.116444207565,597.0862607524,1.099312915377,719.9619544077,1.135780553702,872.2899418847,1.102662663772,1048.569153719,1.104230423922,1250.314994036,1.134060990673,1501.790825153,1.09798720513,1781.825612407,1.204263626996,2126.429360498,1.091743986339,2539.282123444,3.611750806723,2841.288089128,4.410676929505,2837.390626164
4.285556593107,10.45223627315,3.655876230154,10.53591723362,3.058796097191,10.57727424081,2.447756360732,10.4746314337,1.766562487354,10.46576311316,1.090670063793,11.5203671302,1.101314696173,13.24868522141,1.093318702059,15.50877123865,1.094681971755,18.07305696692,1.096084192013,21.15361214574,1.125836857639,25.18704164427,1.108481599715,29.61639196759,1.09563224182,36.13246299111,1.102588935988,43.90016344128,1.104380661874,53.67919310962,1.08745386014,66.22875368224,1.115607326944,81.38045750621,1.091271015288,101.6525832097,1.093140642299,125.3879048843,1.095088170435,156.0235864136,1.087559583074,192.4771464159,1.098710572769,234.2980275671,1.100463348092,285.2395759828,1.092740007917,344.2748010262,1.110622334957,416.4039217135,1.133565762113,494.6407997313,1.125842421938,597.0152014152,1.10872086739,720.6635085884,1.145227126722,874.458516416,1.112060878144,1048.444363326,1.121128167295,1247.378202013,1.150958734047,1498.263356205,1.107385419503,1781.613557039,1.218755511795,2127.638862804,1.101142200711,2538.979923048,3.62107111997,2816.217531816,4.420075143878,2837.052947824
4.294993758043,10.49678307157,3.667362936609,10.5343847323,3.073186939063,10.61395005116,2.459553898861,10.53174285202,1.780405239163,10.47155678581,1.100068278166,11.51899608935,1.115157447982,13.25601947352,1.102716916431,15.50692553715,1.104080186127,18.07090608934,1.105482406385,21.15109465076,1.135235072012,25.18404413017,1.1272796514,29.61473728712,1.114708633255,36.04922594298,1.111987150361,43.89493887537,1.113778876246,53.67280473974,1.096852074513,66.22087178703,1.126877394078,81.29771932913,1.10066922966,101.6404855185,1.102538856671,125.3729824484,1.112285771316,155.4222710724,1.104813870934,192.1128264915,1.108108787141,234.2701437191,1.109861562464,285.2056295724,1.102138222289,344.2338288237,1.125220140335,415.316875104,1.142973714126,495.1227937017,1.13524063631,596.9441505347,1.118119081763,720.5777423019,1.156991370841,875.6718490455,1.121439617235,1046.030516187,1.129941372477,1246.788949064,1.159771939229,1497.555586821,1.116783633875,1781.401526907,1.231159179416,2128.079943332,1.110540415084,2538.677758616,3.630469334342,2815.88237329,4.427881022146,2828.515562062
